fips,Recip_County,ST,Vax_Pct
31157,Scotts Bluff County,NE,42.5
31159,Seward County,NE,50.8
31161,Sheridan County,NE,33.5
31163,Sherman County,NE,40.3
31165,Sioux County,NE,25.4
31167,Stanton County,NE,29.1
31169,Thayer County,NE,48.4
31171,Thomas County,NE,25.3
31173,Thurston County,NE,80.5
31175,Valley County,NE,33.8
31177,Washington County,NE,57.2
31179,Wayne County,NE,42.3
31181,Webster County,NE,39.0
31183,Wheeler County,NE,32.4
31185,York County,NE,53.1
32001,Churchill County,NV,54.8
32003,Clark County,NV,58.9
32005,Douglas County,NV,52.4
32007,Elko County,NV,43.7
32009,Esmeralda County,NV,41.8
32011,Eureka County,NV,27.8
32013,Humboldt County,NV,43.0
32015,Lander County,NV,40.9
32017,Lincoln County,NV,39.0
32019,Lyon County,NV,42.8
32021,Mineral County,NV,61.2
32023,Nye County,NV,47.6
32027,Pershing County,NV,36.7
32029,Storey County,NV,23.4
32031,Washoe County,NV,65.6
32033,White Pine County,NV,54.5
32510,Carson City,NV,65.6
33001,Belknap County,NH,64.1
33003,Carroll County,NH,75.5
33005,Cheshire County,NH,64.2
33007,Coos County,NH,69.2
33009,Grafton County,NH,77.5
33011,Hillsborough County,NH,65.4
33013,Merrimack County,NH,70.8
33015,Rockingham County,NH,69.8
33017,Strafford County,NH,65.9
33019,Sullivan County,NH,63.9
34001,Atlantic County,NJ,68.8
34003,Bergen County,NJ,79.3
34005,Burlington County,NJ,76.5
34007,Camden County,NJ,70.9
34009,Cape May County,NJ,76.1
34011,Cumberland County,NJ,54.1
34013,Essex County,NJ,74.6
34015,Gloucester County,NJ,63.6
34017,Hudson County,NJ,79.8
34019,Hunterdon County,NJ,72.8
34021,Mercer County,NJ,73.1
34023,Middlesex County,NJ,75.2
34025,Monmouth County,NJ,69.6
34027,Morris County,NJ,79.1
34029,Ocean County,NJ,55.7
34031,Passaic County,NJ,71.7
34033,Salem County,NJ,57.0
34035,Somerset County,NJ,77.8
34037,Sussex County,NJ,64.0
34039,Union County,NJ,73.2
34041,Warren County,NJ,69.7
35001,Bernalillo County,NM,71.8
35003,Catron County,NM,47.1
35005,Chaves County,NM,46.1
35006,Cibola County,NM,72.6
35007,Colfax County,NM,63.4
35009,Curry County,NM,54.4
35011,De Baca County,NM,51.3
35013,Dona Ana County,NM,77.6
35015,Eddy County,NM,48.0
35017,Grant County,NM,70.8
35019,Guadalupe County,NM,70.7
35021,Harding County,NM,60.3
35023,Hidalgo County,NM,59.7
35025,Lea County,NM,45.2
35027,Lincoln County,NM,59.9
35028,Los Alamos County,NM,85.8
35029,Luna County,NM,76.9
35031,McKinley County,NM,94.4
35033,Mora County,NM,66.0
35035,Otero County,NM,62.4
35037,Quay County,NM,51.2
35039,Rio Arriba County,NM,80.9
35041,Roosevelt County,NM,39.3
35043,Sandoval County,NM,73.5
35045,San Juan County,NM,77.1
35047,San Miguel County,NM,68.8
35049,Santa Fe County,NM,83.8
35051,Sierra County,NM,67.8
35053,Socorro County,NM,70.2
35055,Taos County,NM,84.6
35057,Torrance County,NM,49.4
35059,Union County,NM,45.3
35061,Valencia County,NM,60.9
36001,Albany County,NY,76.2
36003,Allegany County,NY,45.2
36005,Bronx County,NY,76.6
36007,Broome County,NY,64.7
36009,Cattaraugus County,NY,57.2
36011,Cayuga County,NY,60.1
36013,Chautauqua County,NY,60.5
36015,Chemung County,NY,62.1
36017,Chenango County,NY,62.1
36019,Clinton County,NY,73.6
36021,Columbia County,NY,76.2
36023,Cortland County,NY,60.3
36025,Delaware County,NY,58.2
36027,Dutchess County,NY,71.7
36029,Erie County,NY,71.1
36031,Essex County,NY,72.8
36033,Franklin County,NY,71.5
36035,Fulton County,NY,55.3
36037,Genesee County,NY,60.7
36039,Greene County,NY,63.7
36041,Hamilton County,NY,84.2
36043,Herkimer County,NY,60.3
36045,Jefferson County,NY,75.4
36047,Kings County,NY,73.6
36049,Lewis County,NY,52.7
36051,Livingston County,NY,60.4
36053,Madison County,NY,61.9
36055,Monroe County,NY,73.7
36057,Montgomery County,NY,68.2
36059,Nassau County,NY,84.1
36061,New York County,NY,87.9
36063,Niagara County,NY,67.5
36065,Oneida County,NY,64.0
36067,Onondaga County,NY,74.8
36069,Ontario County,NY,69.3
36071,Orange County,NY,66.5
36073,Orleans County,NY,55.9
36075,Oswego County,NY,60.3
36077,Otsego County,NY,62.8
36079,Putnam County,NY,75.6
36081,Queens County,NY,88.3
36083,Rensselaer County,NY,71.9
36085,Richmond County,NY,75.4
36087,Rockland County,NY,65.9
36089,St. Lawrence County,NY,61.8
36091,Saratoga County,NY,80.7
36093,Schenectady County,NY,74.5
36095,Schoharie County,NY,57.8
36097,Schuyler County,NY,63.4
36099,Seneca County,NY,54.4
36101,Steuben County,NY,61.7
36103,Suffolk County,NY,77.4
36105,Sullivan County,NY,62.2
36107,Tioga County,NY,61.9
36109,Tompkins County,NY,81.1
36111,Ulster County,NY,74.3
36113,Warren County,NY,78.8
36115,Washington County,NY,68.1
36117,Wayne County,NY,63.5
36119,Westchester County,NY,84.0
36121,Wyoming County,NY,52.4
36123,Yates County,NY,53.9
37001,Alamance County,NC,61.8
37003,Alexander County,NC,47.5
37005,Alleghany County,NC,62.4
37007,Anson County,NC,47.7
37009,Ashe County,NC,56.8
37011,Avery County,NC,56.5
37013,Beaufort County,NC,57.1
37015,Bertie County,NC,53.5
37017,Bladen County,NC,64.2
37019,Brunswick County,NC,67.2
37021,Buncombe County,NC,70.6
37023,Burke County,NC,49.3
37025,Cabarrus County,NC,59.7
37027,Caldwell County,NC,48.6
37029,Camden County,NC,64.1
37031,Carteret County,NC,67.6
37033,Caswell County,NC,51.2
37035,Catawba County,NC,58.2
37037,Chatham County,NC,66.6
37039,Cherokee County,NC,59.7
37041,Chowan County,NC,59.0
37043,Clay County,NC,56.9
37045,Cleveland County,NC,52.0
37047,Columbus County,NC,46.2
37049,Craven County,NC,64.5
37051,Cumberland County,NC,62.5
37053,Currituck County,NC,62.1
37055,Dare County,NC,79.2
37057,Davidson County,NC,49.6
37059,Davie County,NC,60.1
37061,Duplin County,NC,46.3
37063,Durham County,NC,75.1
37065,Edgecombe County,NC,50.3
37067,Forsyth County,NC,65.9
37069,Franklin County,NC,54.6
37071,Gaston County,NC,52.9
37073,Gates County,NC,54.7
37075,Graham County,NC,51.3
37077,Granville County,NC,64.9
37079,Greene County,NC,64.6
37081,Guilford County,NC,65.8
37083,Halifax County,NC,55.5
37085,Harnett County,NC,43.7
37087,Haywood County,NC,60.4
37089,Henderson County,NC,61.3
37091,Hertford County,NC,49.7
37093,Hoke County,NC,42.1
37095,Hyde County,NC,68.2
37097,Iredell County,NC,55.4
37099,Jackson County,NC,57.2
37101,Johnston County,NC,54.8
37103,Jones County,NC,57.0
37105,Lee County,NC,59.4
37107,Lenoir County,NC,56.9
37109,Lincoln County,NC,50.8
37111,McDowell County,NC,54.6
37113,Macon County,NC,60.4
37115,Madison County,NC,58.3
37117,Martin County,NC,53.9
37119,Mecklenburg County,NC,66.3
37121,Mitchell County,NC,51.6
37123,Montgomery County,NC,44.2
37125,Moore County,NC,63.3
37127,Nash County,NC,60.7
37129,New Hanover County,NC,66.7
37131,Northampton County,NC,49.5
37133,Onslow County,NC,61.7
37135,Orange County,NC,84.1
37137,Pamlico County,NC,59.1
37139,Pasquotank County,NC,56.1
37141,Pender County,NC,54.2
37143,Perquimans County,NC,50.1
37145,Person County,NC,58.8
37147,Pitt County,NC,56.7
37149,Polk County,NC,45.2
37151,Randolph County,NC,45.9
37153,Richmond County,NC,49.3
37155,Robeson County,NC,43.6
37157,Rockingham County,NC,52.7
37159,Rowan County,NC,46.6
37161,Rutherford County,NC,43.3
37163,Sampson County,NC,53.3
37165,Scotland County,NC,49.9
37167,Stanly County,NC,45.1
37169,Stokes County,NC,48.7
37171,Surry County,NC,53.5
37173,Swain County,NC,60.3
37175,Transylvania County,NC,59.5
37177,Tyrrell County,NC,49.8
37179,Union County,NC,58.1
37181,Vance County,NC,59.6
37183,Wake County,NC,77.2
37185,Warren County,NC,57.9
37187,Washington County,NC,52.0
37189,Watauga County,NC,57.3
37191,Wayne County,NC,50.6
37193,Wilkes County,NC,48.8
37195,Wilson County,NC,55.7
37197,Yadkin County,NC,51.6
37199,Yancey County,NC,52.9
38001,Adams County,ND,48.7
38003,Barnes County,ND,59.2
38005,Benson County,ND,53.1
38007,Billings County,ND,21.3
38009,Bottineau County,ND,51.3
38011,Bowman County,ND,39.1
38013,Burke County,ND,40.0
38015,Burleigh County,ND,52.2
38017,Cass County,ND,61.9
38019,Cavalier County,ND,61.3
38021,Dickey County,ND,53.8
38023,Divide County,ND,41.8
38025,Dunn County,ND,26.0
38027,Eddy County,ND,52.5
38029,Emmons County,ND,34.8
38031,Foster County,ND,55.1
38033,Golden Valley County,ND,30.6
38035,Grand Forks County,ND,60.3
38037,Grant County,ND,24.3
38039,Griggs County,ND,46.7
38041,Hettinger County,ND,39.9
38043,Kidder County,ND,33.8
38045,LaMoure County,ND,49.3
38047,Logan County,ND,38.4
38049,McHenry County,ND,42.6
38051,McIntosh County,ND,44.4
38053,McKenzie County,ND,23.1
38055,McLean County,ND,47.2
38057,Mercer County,ND,39.4
38059,Morton County,ND,46.5
38061,Mountrail County,ND,44.2
38063,Nelson County,ND,71.7
38065,Oliver County,ND,26.4
38067,Pembina County,ND,56.7
38069,Pierce County,ND,45.8
38071,Ramsey County,ND,58.6
38073,Ransom County,ND,60.7
38075,Renville County,ND,39.8
38077,Richland County,ND,53.3
38079,Rolette County,ND,73.1
38081,Sargent County,ND,60.4
38083,Sheridan County,ND,37.0
38085,Sioux County,ND,64.7
38087,Slope County,ND,11.2
38089,Stark County,ND,37.5
38091,Steele County,ND,47.5
38093,Stutsman County,ND,54.4
38095,Towner County,ND,48.1
38097,Traill County,ND,55.0
38099,Walsh County,ND,59.2
38101,Ward County,ND,52.0
38103,Wells County,ND,43.9
38105,Williams County,ND,30.9
39001,Adams County,OH,36.0
39003,Allen County,OH,44.9
39005,Ashland County,OH,44.2
39007,Ashtabula County,OH,54.0
39009,Athens County,OH,51.0
39011,Auglaize County,OH,39.8
39013,Belmont County,OH,49.6
39015,Brown County,OH,41.9
39017,Butler County,OH,58.0
39019,Carroll County,OH,44.7
39021,Champaign County,OH,46.3
39023,Clark County,OH,53.6
39025,Clermont County,OH,58.0
39027,Clinton County,OH,50.1
39029,Columbiana County,OH,50.2
39031,Coshocton County,OH,39.8
39033,Crawford County,OH,45.9
39035,Cuyahoga County,OH,66.2
39037,Darke County,OH,40.4
39039,Defiance County,OH,50.1
39041,Delaware County,OH,76.9
39043,Erie County,OH,60.1
39045,Fairfield County,OH,59.1
39047,Fayette County,OH,45.2
39049,Franklin County,OH,65.5
39051,Fulton County,OH,53.4
39053,Gallia County,OH,47.6
39055,Geauga County,OH,62.2
39057,Greene County,OH,63.8
39059,Guernsey County,OH,45.1
39061,Hamilton County,OH,63.8
39063,Hancock County,OH,51.7
39065,Hardin County,OH,39.2
39067,Harrison County,OH,43.6
39069,Henry County,OH,54.7
39071,Highland County,OH,38.5
39073,Hocking County,OH,49.4
39075,Holmes County,OH,18.4
39077,Huron County,OH,48.7
39079,Jackson County,OH,48.5
39081,Jefferson County,OH,50.9
39083,Knox County,OH,44.0
39085,Lake County,OH,66.6
39087,Lawrence County,OH,51.3
39089,Licking County,OH,55.7
39091,Logan County,OH,43.5
39093,Lorain County,OH,64.9
39095,Lucas County,OH,59.0
39097,Madison County,OH,53.9
39099,Mahoning County,OH,58.2
39101,Marion County,OH,50.1
39103,Medina County,OH,65.1
39105,Meigs County,OH,48.0
39107,Mercer County,OH,38.7
39109,Miami County,OH,48.6
39111,Monroe County,OH,48.2
39113,Montgomery County,OH,57.4
39115,Morgan County,OH,43.5
39117,Morrow County,OH,42.6
39119,Muskingum County,OH,49.1
39121,Noble County,OH,47.6
39123,Ottawa County,OH,62.5
39125,Paulding County,OH,43.1
39127,Perry County,OH,41.7
39129,Pickaway County,OH,51.9
39131,Pike County,OH,45.9
39133,Portage County,OH,58.2
39135,Preble County,OH,43.7
39137,Putnam County,OH,49.7
39139,Richland County,OH,45.5
39141,Ross County,OH,51.7
39143,Sandusky County,OH,53.4
39145,Scioto County,OH,51.2
39147,Seneca County,OH,49.9
39149,Shelby County,OH,36.6
39151,Stark County,OH,55.8
39153,Summit County,OH,64.6
39155,Trumbull County,OH,55.9
39157,Tuscarawas County,OH,45.3
39159,Union County,OH,64.8
39161,Van Wert County,OH,44.3
39163,Vinton County,OH,39.8
39165,Warren County,OH,65.8
39167,Washington County,OH,56.6
39169,Wayne County,OH,46.3
39171,Williams County,OH,45.2
39173,Wood County,OH,61.9
39175,Wyandot County,OH,48.3
40001,Adair County,OK,37.7
40003,Alfalfa County,OK,46.1
40005,Atoka County,OK,37.2
40007,Beaver County,OK,32.5
40009,Beckham County,OK,42.0
40011,Blaine County,OK,47.4
40013,Bryan County,OK,44.3
40015,Caddo County,OK,66.9
40017,Canadian County,OK,59.8
40019,Carter County,OK,45.2
40021,Cherokee County,OK,49.6
40023,Choctaw County,OK,36.2
40025,Cimarron County,OK,33.4
40027,Cleveland County,OK,58.0
40029,Coal County,OK,41.9
40031,Comanche County,OK,63.1
40033,Cotton County,OK,50.7
40035,Craig County,OK,54.5
40037,Creek County,OK,44.8
40039,Custer County,OK,49.5
40041,Delaware County,OK,43.3
40043,Dewey County,OK,25.7
40045,Ellis County,OK,35.6
40047,Garfield County,OK,51.4
40049,Garvin County,OK,47.3
40051,Grady County,OK,39.1
40053,Grant County,OK,43.2
40055,Greer County,OK,37.5
40057,Harmon County,OK,50.2
40059,Harper County,OK,45.7
40061,Haskell County,OK,42.3
40063,Hughes County,OK,47.0
40065,Jackson County,OK,55.1
40067,Jefferson County,OK,42.3
40069,Johnston County,OK,43.3
40071,Kay County,OK,44.1
40073,Kingfisher County,OK,48.7
40075,Kiowa County,OK,52.0
40077,Latimer County,OK,35.4
40079,Le Flore County,OK,40.1
40081,Lincoln County,OK,41.3
40083,Logan County,OK,36.0
40085,Love County,OK,43.1
40087,McClain County,OK,49.2
40089,McCurtain County,OK,37.0
40091,McIntosh County,OK,55.1
40093,Major County,OK,50.9
40095,Marshall County,OK,45.8
40097,Mayes County,OK,44.5
40099,Murray County,OK,45.5
40101,Muskogee County,OK,53.0
40103,Noble County,OK,63.8
40105,Nowata County,OK,44.9
40107,Okfuskee County,OK,47.9
40109,Oklahoma County,OK,67.0
40111,Okmulgee County,OK,43.6
40113,Osage County,OK,35.7
40115,Ottawa County,OK,40.0
40117,Pawnee County,OK,50.3
40119,Payne County,OK,50.2
40121,Pittsburg County,OK,46.2
40123,Pontotoc County,OK,52.2
40125,Pottawatomie County,OK,50.8
40127,Pushmataha County,OK,36.8
40129,Roger Mills County,OK,37.7
40131,Rogers County,OK,47.9
40133,Seminole County,OK,53.9
40135,Sequoyah County,OK,41.5
40137,Stephens County,OK,48.7
40139,Texas County,OK,46.1
40141,Tillman County,OK,50.9
40143,Tulsa County,OK,63.6
40145,Wagoner County,OK,48.4
40147,Washington County,OK,45.2
40149,Washita County,OK,40.0
40151,Woods County,OK,42.6
40153,Woodward County,OK,38.7
41001,Baker County,OR,71.0
41003,Benton County,OR,75.8
41005,Clackamas County,OR,70.1
41007,Clatsop County,OR,67.9
41009,Columbia County,OR,62.1
41011,Coos County,OR,58.2
41013,Crook County,OR,52.0
41015,Curry County,OR,57.0
41017,Deschutes County,OR,70.4
41019,Douglas County,OR,53.6
41021,Gilliam County,OR,46.0
41023,Grant County,OR,45.8
41025,Harney County,OR,46.7
41027,Hood River County,OR,86.6
41029,Jackson County,OR,59.1
41031,Jefferson County,OR,64.6
41033,Josephine County,OR,50.9
41035,Klamath County,OR,51.5
41037,Lake County,OR,40.1
41039,Lane County,OR,68.5
41041,Lincoln County,OR,72.3
41043,Linn County,OR,56.3
41045,Malheur County,OR,49.2
41047,Marion County,OR,64.2
41049,Morrow County,OR,57.1
41051,Multnomah County,OR,80.6
41053,Polk County,OR,64.4
41055,Sherman County,OR,58.7
41057,Tillamook County,OR,65.7
41059,Umatilla County,OR,56.8
41061,Union County,OR,50.2
41063,Wallowa County,OR,60.3
41065,Wasco County,OR,67.2
41067,Washington County,OR,77.6
41069,Wheeler County,OR,55.0
41071,Yamhill County,OR,64.3
42001,Adams County,PA,57.1
42003,Allegheny County,PA,72.0
42005,Armstrong County,PA,61.2
42007,Beaver County,PA,53.0
42009,Bedford County,PA,39.7
42011,Berks County,PA,62.5
42013,Blair County,PA,54.3
42015,Bradford County,PA,44.3
42017,Bucks County,PA,76.1
42019,Butler County,PA,65.8
42021,Cambria County,PA,57.3
42023,Cameron County,PA,55.6
42025,Carbon County,PA,62.2
42027,Centre County,PA,61.3
42029,Chester County,PA,81.4
42031,Clarion County,PA,44.7
42033,Clearfield County,PA,51.1
42035,Clinton County,PA,46.2
42037,Columbia County,PA,63.4
42039,Crawford County,PA,50.6
42041,Cumberland County,PA,72.6
42043,Dauphin County,PA,65.6
42045,Delaware County,PA,78.1
42047,Elk County,PA,56.8
42049,Erie County,PA,61.3
42051,Fayette County,PA,58.8
42053,Forest County,PA,73.5
42055,Franklin County,PA,51.0
42057,Fulton County,PA,36.9
42059,Greene County,PA,52.0
42061,Huntingdon County,PA,52.4
42063,Indiana County,PA,46.7
42065,Jefferson County,PA,49.2
42067,Juniata County,PA,41.7
42069,Lackawanna County,PA,72.1
42071,Lancaster County,PA,61.4
42073,Lawrence County,PA,55.6
42075,Lebanon County,PA,57.9
42077,Lehigh County,PA,74.8
42079,Luzerne County,PA,65.8
42081,Lycoming County,PA,53.9
42083,McKean County,PA,50.9
42085,Mercer County,PA,54.8
42087,Mifflin County,PA,51.1
42089,Monroe County,PA,61.5
42091,Montgomery County,PA,80.5
42093,Montour County,PA,81.0
42095,Northampton County,PA,69.7
42097,Northumberland County,PA,59.1
42099,Perry County,PA,50.4
42101,Philadelphia County,PA,72.3
42103,Pike County,PA,60.3
42105,Potter County,PA,38.9
42107,Schuylkill County,PA,61.8
42109,Snyder County,PA,44.6
42111,Somerset County,PA,50.0
42113,Sullivan County,PA,55.2
42115,Susquehanna County,PA,49.5
42117,Tioga County,PA,47.6
42119,Union County,PA,58.7
42121,Venango County,PA,47.0
42123,Warren County,PA,50.7
42125,Washington County,PA,65.6
42127,Wayne County,PA,63.1
42129,Westmoreland County,PA,59.2
42131,Wyoming County,PA,61.9
42133,York County,PA,60.8
44001,Bristol County,RI,80.7
44003,Kent County,RI,80.0
44005,Newport County,RI,76.8
44007,Providence County,RI,72.1
44009,Washington County,RI,80.5
45001,Abbeville County,SC,41.1
45003,Aiken County,SC,47.4
45005,Allendale County,SC,60.1
45007,Anderson County,SC,41.2
45009,Bamberg County,SC,52.2
45011,Barnwell County,SC,57.4
45013,Beaufort County,SC,68.6
45015,Berkeley County,SC,53.6
45017,Calhoun County,SC,42.1
45019,Charleston County,SC,67.1
45021,Cherokee County,SC,35.0
45023,Chester County,SC,47.2
45025,Chesterfield County,SC,38.0
45027,Clarendon County,SC,50.2
45029,Colleton County,SC,49.6
45031,Darlington County,SC,49.9
45033,Dillon County,SC,45.8
45035,Dorchester County,SC,54.6
45037,Edgefield County,SC,62.0
45039,Fairfield County,SC,66.0
45041,Florence County,SC,56.2
45043,Georgetown County,SC,55.6
45045,Greenville County,SC,56.6
45047,Greenwood County,SC,48.9
45049,Hampton County,SC,65.3
45051,Horry County,SC,57.8
45053,Jasper County,SC,38.9
45055,Kershaw County,SC,60.0
45057,Lancaster County,SC,48.1
45059,Laurens County,SC,39.4
45061,Lee County,SC,49.0
45063,Lexington County,SC,56.8
45065,McCormick County,SC,60.2
45067,Marion County,SC,49.8
45069,Marlboro County,SC,45.5
45071,Newberry County,SC,53.7
45073,Oconee County,SC,45.9
45075,Orangeburg County,SC,57.2
45077,Pickens County,SC,47.5
45079,Richland County,SC,61.5
45081,Saluda County,SC,31.0
45083,Spartanburg County,SC,44.7
45085,Sumter County,SC,58.1
45087,Union County,SC,42.8
45089,Williamsburg County,SC,58.4
45091,York County,SC,51.2
46003,Aurora County,SD,56.4
46005,Beadle County,SD,51.4
46007,Bennett County,SD,64.2
46009,Bon Homme County,SD,59.6
46011,Brookings County,SD,53.4
46013,Brown County,SD,58.9
46015,Brule County,SD,59.0
46017,Buffalo County,SD,63.7
46019,Butte County,SD,41.4
46021,Campbell County,SD,47.9
46023,Charles Mix County,SD,60.6
46025,Clark County,SD,51.9
46027,Clay County,SD,70.2
46029,Codington County,SD,56.7
46031,Corson County,SD,59.2
46033,Custer County,SD,51.7
46035,Davison County,SD,64.7
46037,Day County,SD,68.5
46039,Deuel County,SD,47.8
46041,Dewey County,SD,80.7
46043,Douglas County,SD,54.7
46045,Edmunds County,SD,47.4
46047,Fall River County,SD,63.5
46049,Faulk County,SD,56.1
46051,Grant County,SD,51.4
46053,Gregory County,SD,52.3
46055,Haakon County,SD,43.2
46057,Hamlin County,SD,48.1
46059,Hand County,SD,49.6
46061,Hanson County,SD,44.6
46063,Harding County,SD,19.3
46065,Hughes County,SD,74.4
46067,Hutchinson County,SD,55.0
46069,Hyde County,SD,55.8
46071,Jackson County,SD,55.4
46073,Jerauld County,SD,53.0
46075,Jones County,SD,78.3
46077,Kingsbury County,SD,70.3
46079,Lake County,SD,52.2
46081,Lawrence County,SD,60.2
46083,Lincoln County,SD,61.7
46085,Lyman County,SD,68.0
46087,McCook County,SD,59.0
46089,McPherson County,SD,40.9
46091,Marshall County,SD,53.8
46093,Meade County,SD,55.7
46095,Mellette County,SD,39.8
46097,Miner County,SD,55.6
46099,Minnehaha County,SD,69.6
46101,Moody County,SD,51.2
46102,Oglala Lakota County,SD,85.3
46103,Pennington County,SD,60.6
46105,Perkins County,SD,32.3
46107,Potter County,SD,61.7
46109,Roberts County,SD,78.1
46111,Sanborn County,SD,56.7
46115,Spink County,SD,53.7
46117,Stanley County,SD,60.9
46119,Sully County,SD,45.7
46121,Todd County,SD,76.8
46123,Tripp County,SD,46.1
46125,Turner County,SD,55.0
46127,Union County,SD,53.7
46129,Walworth County,SD,51.2
46135,Yankton County,SD,66.9
46137,Ziebach County,SD,37.3
47001,Anderson County,TN,56.8
47003,Bedford County,TN,44.1
47005,Benton County,TN,45.3
47007,Bledsoe County,TN,37.6
47009,Blount County,TN,53.2
47011,Bradley County,TN,42.6
47013,Campbell County,TN,44.8
47015,Cannon County,TN,32.9
47017,Carroll County,TN,49.8
47019,Carter County,TN,41.2
47021,Cheatham County,TN,59.8
47023,Chester County,TN,36.6
47025,Claiborne County,TN,47.3
47027,Clay County,TN,30.4
47029,Cocke County,TN,51.0
47031,Coffee County,TN,47.1
47033,Crockett County,TN,49.6
47035,Cumberland County,TN,47.8
47037,Davidson County,TN,66.7
47039,Decatur County,TN,38.8
47041,DeKalb County,TN,42.2
47043,Dickson County,TN,49.6
47045,Dyer County,TN,41.4
47047,Fayette County,TN,58.3
47049,Fentress County,TN,34.6
47051,Franklin County,TN,42.2
47053,Gibson County,TN,46.5
47055,Giles County,TN,40.2
47057,Grainger County,TN,49.9
47059,Greene County,TN,47.0
47061,Grundy County,TN,31.2
47063,Hamblen County,TN,43.5
47065,Hamilton County,TN,57.6
47067,Hancock County,TN,33.0
47069,Hardeman County,TN,48.0
47071,Hardin County,TN,41.4
47073,Hawkins County,TN,45.2
47075,Haywood County,TN,53.7
47077,Henderson County,TN,42.0
47079,Henry County,TN,48.6
47081,Hickman County,TN,43.2
47083,Houston County,TN,44.2
47085,Humphreys County,TN,42.1
47087,Jackson County,TN,35.7
47089,Jefferson County,TN,51.0
47091,Johnson County,TN,37.9
47093,Knox County,TN,61.1
47095,Lake County,TN,36.0
47097,Lauderdale County,TN,38.3
47099,Lawrence County,TN,37.5
47101,Lewis County,TN,36.2
47103,Lincoln County,TN,42.0
47105,Loudon County,TN,64.9
47107,McMinn County,TN,40.8
47109,McNairy County,TN,48.5
47111,Macon County,TN,33.6
47113,Madison County,TN,55.5
47115,Marion County,TN,47.1
47117,Marshall County,TN,43.5
47119,Maury County,TN,65.6
47121,Meigs County,TN,69.3
47123,Monroe County,TN,44.1
47125,Montgomery County,TN,60.9
47127,Moore County,TN,22.3
47129,Morgan County,TN,52.4
47131,Obion County,TN,43.0
47133,Overton County,TN,36.1
47135,Perry County,TN,41.7
47137,Pickett County,TN,45.8
47139,Polk County,TN,42.0
47141,Putnam County,TN,51.9
47143,Rhea County,TN,43.8
47145,Roane County,TN,45.1
47147,Robertson County,TN,53.4
47149,Rutherford County,TN,55.4
47151,Scott County,TN,37.3
47153,Sequatchie County,TN,35.3
47155,Sevier County,TN,51.2
47157,Shelby County,TN,56.9
47159,Smith County,TN,33.8
47161,Stewart County,TN,45.2
47163,Sullivan County,TN,57.5
47165,Sumner County,TN,49.3
47167,Tipton County,TN,41.3
47169,Trousdale County,TN,37.4
47171,Unicoi County,TN,55.0
47173,Union County,TN,35.4
47175,Van Buren County,TN,59.2
47177,Warren County,TN,42.1
47179,Washington County,TN,60.9
47181,Wayne County,TN,41.6
47183,Weakley County,TN,39.1
47185,White County,TN,43.1
47187,Williamson County,TN,67.4
47189,Wilson County,TN,54.5
48001,Anderson County,TX,39.6
48003,Andrews County,TX,44.6
48005,Angelina County,TX,47.0
48007,Aransas County,TX,56.8
48009,Archer County,TX,58.6
48011,Armstrong County,TX,40.0
48013,Atascosa County,TX,52.5
48015,Austin County,TX,47.2
48017,Bailey County,TX,38.5
48019,Bandera County,TX,50.9
48021,Bastrop County,TX,57.9
48023,Baylor County,TX,40.9
48025,Bee County,TX,51.3
48027,Bell County,TX,61.1
48029,Bexar County,TX,71.0
48031,Blanco County,TX,56.6
48033,Borden County,TX,32.0
48035,Bosque County,TX,44.9
48037,Bowie County,TX,40.0
48039,Brazoria County,TX,59.0
48041,Brazos County,TX,52.0
48043,Brewster County,TX,56.1
48045,Briscoe County,TX,41.9
48047,Brooks County,TX,95.0
48049,Brown County,TX,41.5
48051,Burleson County,TX,49.0
48053,Burnet County,TX,53.9
48055,Caldwell County,TX,56.0
48057,Calhoun County,TX,51.4
48059,Callahan County,TX,41.7
48061,Cameron County,TX,80.0
48063,Camp County,TX,40.1
48065,Carson County,TX,35.7
48067,Cass County,TX,35.4
48069,Castro County,TX,43.9
48071,Chambers County,TX,48.0
48073,Cherokee County,TX,39.6
48075,Childress County,TX,47.5
48077,Clay County,TX,44.5
48079,Cochran County,TX,39.0
48081,Coke County,TX,47.1
48083,Coleman County,TX,36.5
48085,Collin County,TX,68.3
48087,Collingsworth County,TX,33.4
48089,Colorado County,TX,50.8
48091,Comal County,TX,62.6
48093,Comanche County,TX,45.7
48095,Concho County,TX,51.9
48097,Cooke County,TX,38.1
48099,Coryell County,TX,48.3
48101,Cottle County,TX,31.8
48103,Crane County,TX,37.3
48105,Crockett County,TX,47.1
48107,Crosby County,TX,43.0
48109,Culberson County,TX,51.9
48111,Dallam County,TX,44.0
48113,Dallas County,TX,61.2
48115,Dawson County,TX,33.9
48117,Deaf Smith County,TX,43.5
48119,Delta County,TX,35.2
48121,Denton County,TX,62.1
48123,DeWitt County,TX,45.7
48125,Dickens County,TX,32.8
48127,Dimmit County,TX,70.3
48129,Donley County,TX,33.4
48131,Duval County,TX,62.7
48133,Eastland County,TX,36.9
48135,Ector County,TX,43.4
48137,Edwards County,TX,85.7
48139,Ellis County,TX,54.7
48141,El Paso County,TX,83.7
48143,Erath County,TX,37.7
48145,Falls County,TX,46.1
48147,Fannin County,TX,44.4
48149,Fayette County,TX,49.1
48151,Fisher County,TX,35.8
48153,Floyd County,TX,45.0
48155,Foard County,TX,43.1
48157,Fort Bend County,TX,72.9
48159,Franklin County,TX,36.2
